Site,season,Species,value,City,Long,Lat
H01-TMC1,OC20,Stoat,0,paca,-118.18140606023437,34.17571692711669
H01-TMC1,OC20,Striped Skunk,0,paca,-118.18140606023437,34.17571692711669
H01-TMC1,OC20,Virginia opossum,0,paca,-118.18140606023437,34.17571692711669
H01-TMC1,OC20,Weasel (cannot ID),0,paca,-118.18140606023437,34.17571692711669
H01-TMC1,OC20,Western Chipmunks,0,paca,-118.18140606023437,34.17571692711669
H01-TMC1,OC20,Western gray squirrel,0,paca,-118.18140606023437,34.17571692711669
H01-WAV1,JA21,Black bear,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Bobcat,4,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Brush Rabbit,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,California Ground Squirrel,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Coyote,1,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Deer,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Domestic cat,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Domestic dog,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Douglas squirrel,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Eastern gray squirrel,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Elk,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Fox squirrel,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Gray fox,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Mountain lion,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Rabbit,20,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Raccoon,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Red fox,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Stoat,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Striped Skunk,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Virginia opossum,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Weasel (cannot ID),0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Western Chipmunks,0,paca,-118.31108646234128,34.24302479928483
H01-WAV1,JA21,Western gray squirrel,0,paca,-118.31108646234128,34.24302479928483
H01-WWD1,JA21,Black bear,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Bobcat,1,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Brush Rabbit,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,California Ground Squirrel,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Coyote,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Deer,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Domestic cat,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Domestic dog,171,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Douglas squirrel,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Eastern gray squirrel,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Elk,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Fox squirrel,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Gray fox,1,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Mountain lion,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Rabbit,36,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Raccoon,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Red fox,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Stoat,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Striped Skunk,1,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Virginia opossum,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Weasel (cannot ID),0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Western Chipmunks,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,JA21,Western gray squirrel,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Black bear,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Bobcat,2,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Brush Rabbit,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,California Ground Squirrel,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Coyote,7,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Deer,5,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Domestic cat,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Domestic dog,103,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Douglas squirrel,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Eastern gray squirrel,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Elk,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Fox squirrel,1,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Gray fox,6,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Mountain lion,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Rabbit,13,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Raccoon,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Red fox,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Stoat,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Striped Skunk,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Virginia opossum,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Weasel (cannot ID),0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Western Chipmunks,0,paca,-118.2582246305454,34.21661561280118
H01-WWD1,OC20,Western gray squirrel,0,paca,-118.2582246305454,34.21661561280118
HT,JA21,Black bear,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Bobcat,11,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Brush Rabbit,85,oaca,-122.12520031814924,37.775504171738376
HT,JA21,California Ground Squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Coyote,25,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Deer,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Domestic cat,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Domestic dog,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Douglas squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Eastern gray squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Elk,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Fox squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Gray fox,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Mountain lion,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Rabbit,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Raccoon,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Red fox,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Stoat,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Striped Skunk,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Virginia opossum,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Weasel (cannot ID),0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Western Chipmunks,0,oaca,-122.12520031814924,37.775504171738376
HT,JA21,Western gray squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Black bear,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Bobcat,1,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Brush Rabbit,14,oaca,-122.12520031814924,37.775504171738376
HT,OC20,California Ground Squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Coyote,4,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Deer,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Domestic cat,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Domestic dog,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Douglas squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Eastern gray squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Elk,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Fox squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Gray fox,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Mountain lion,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Rabbit,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Raccoon,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Red fox,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Stoat,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Striped Skunk,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Virginia opossum,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Weasel (cannot ID),0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Western Chipmunks,0,oaca,-122.12520031814924,37.775504171738376
HT,OC20,Western gray squirrel,0,oaca,-122.12520031814924,37.775504171738376
IRC02,AP21,Black bear,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Bobcat,4,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Brush Rabbit,17,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,California Ground Squirrel,1,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Coyote,6,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Deer,1,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Domestic cat,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Domestic dog,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Douglas squirrel,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Eastern gray squirrel,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Elk,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Fox squirrel,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Gray fox,53,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Mountain lion,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Rabbit,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Raccoon,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Red fox,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Stoat,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Striped Skunk,4,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Virginia opossum,5,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Weasel (cannot ID),0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Western Chipmunks,0,lbca,-117.7253524420718,33.76796313242066
IRC02,AP21,Western gray squirrel,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Black bear,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Bobcat,2,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Brush Rabbit,37,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,California Ground Squirrel,2,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Coyote,8,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Deer,2,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Domestic cat,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Domestic dog,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Douglas squirrel,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Eastern gray squirrel,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Elk,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Fox squirrel,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Gray fox,19,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Mountain lion,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Rabbit,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Raccoon,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Red fox,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Stoat,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Striped Skunk,12,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Virginia opossum,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Weasel (cannot ID),0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Western Chipmunks,0,lbca,-117.7253524420718,33.76796313242066
IRC02,JU21,Western gray squirrel,0,lbca,-117.7253524420718,33.76796313242066
IRC03,AP21,Black bear,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Bobcat,2,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Brush Rabbit,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,California Ground Squirrel,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Coyote,3,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Deer,2,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Domestic cat,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Domestic dog,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Douglas squirrel,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Eastern gray squirrel,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Elk,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Fox squirrel,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Gray fox,1,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Mountain lion,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Rabbit,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Raccoon,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Red fox,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Stoat,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Striped Skunk,2,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Virginia opossum,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Weasel (cannot ID),0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Western Chipmunks,0,lbca,-117.70310242313036,33.76085865201455
IRC03,AP21,Western gray squirrel,0,lbca,-117.70310242313036,33.76085865201455
IRC04,JU21,Black bear,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Bobcat,1,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Brush Rabbit,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,California Ground Squirrel,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Coyote,3,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Deer,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Domestic cat,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Domestic dog,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Douglas squirrel,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Eastern gray squirrel,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Elk,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Fox squirrel,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Gray fox,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Mountain lion,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Rabbit,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Raccoon,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Red fox,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Stoat,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Striped Skunk,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Virginia opossum,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Weasel (cannot ID),0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Western Chipmunks,0,lbca,-117.68302581073524,33.75233115011393
IRC04,JU21,Western gray squirrel,0,lbca,-117.68302581073524,33.75233115011393
IRC07,OC20,Black bear,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Bobcat,6,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Brush Rabbit,19,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,California Ground Squirrel,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Coyote,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Deer,4,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Domestic cat,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Domestic dog,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Douglas squirrel,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Eastern gray squirrel,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Elk,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Fox squirrel,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Gray fox,31,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Mountain lion,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Rabbit,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Raccoon,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Red fox,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Stoat,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Striped Skunk,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Virginia opossum,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Weasel (cannot ID),0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Western Chipmunks,0,lbca,-117.6474829372618,33.719440685685356
IRC07,OC20,Western gray squirrel,0,lbca,-117.6474829372618,33.719440685685356
MT,AP21,Black bear,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Bobcat,1,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Brush Rabbit,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,California Ground Squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Coyote,1,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Deer,1,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Domestic cat,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Domestic dog,8,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Douglas squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Eastern gray squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Elk,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Fox squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Gray fox,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Mountain lion,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Rabbit,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Raccoon,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Red fox,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Stoat,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Striped Skunk,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Virginia opossum,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Weasel (cannot ID),0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Western Chipmunks,0,oaca,-122.1403056978608,37.7922600644958
MT,AP21,Western gray squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Black bear,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Bobcat,4,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Brush Rabbit,2,oaca,-122.1403056978608,37.7922600644958
MT,JA21,California Ground Squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Coyote,14,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Deer,3,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Domestic cat,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Domestic dog,42,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Douglas squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Eastern gray squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Elk,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Fox squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Gray fox,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Mountain lion,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Rabbit,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Raccoon,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Red fox,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Stoat,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Striped Skunk,1,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Virginia opossum,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Weasel (cannot ID),0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Western Chipmunks,0,oaca,-122.1403056978608,37.7922600644958
MT,JA21,Western gray squirrel,0,oaca,-122.1403056978608,37.7922600644958
P-OLT,OC20,Black bear,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Bobcat,2,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Brush Rabbit,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,California Ground Squirrel,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Coyote,10,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Deer,30,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Domestic cat,2,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Domestic dog,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Douglas squirrel,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Eastern gray squirrel,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Elk,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Fox squirrel,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Gray fox,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Mountain lion,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Rabbit,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Raccoon,3,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Red fox,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Stoat,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Striped Skunk,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Virginia opossum,6,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Weasel (cannot ID),0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Western Chipmunks,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,OC20,Western gray squirrel,0,tawa,-122.2727399501913,46.91265010614948
